"Packet.Length.Std","Total.Length.of.Bwd.Packets","Subflow.Bwd.Bytes","Destination.Port","Packet.Length.Variance","Bwd.Packet.Length.Mean","Avg.Bwd.Segment.Size","Bwd.Packet.Length.Max","Init_Win_bytes_backward","Total.Length.of.Fwd.Packets","Subflow.Fwd.Bytes","Init_Win_bytes_forward","Average.Packet.Size","Packet.Length.Mean","Max.Packet.Length"
2.309401,6,6,10215,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
35.05424,210,210,53,1228.8,105,105,105,-1,82,82,-1,83.25,66.6,105
696.7029,376,376,443,485394.9,47,47,182,35040,3201,3201,8192,275.1538,255.5,2627
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
0,6,6,59127,0,6,6,6,64016,6,6,5464,9,6,6
32.31563,196,196,53,1044.3,98,98,98,-1,78,78,-1,78.25,62.6,98
2.309401077,6,6,2638,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,6002,12,6,6,6,0,0,0,29200,3,2,6
31.22019,172,172,53,974.7,86,86,86,-1,58,58,-1,64.75,51.8,86
0,0,0,80,0,0,0,0,-1,12,12,255,9,6,6
8.763561,112,112,53,76.8,56,56,56,-1,80,80,-1,58,46.4,56
1645.242,11601,11601,80,2706820,1933.5,1933.5,4380,229,26,26,8192,1291.889,1162.7,4380
318.2149992,871,871,80,101260.7857,217.75,217.75,859,31,435,435,8192,186.5714286,163.25,859
43.61192,243,243,53,1902,121.5,121.5,147,-1,98,98,-1,97.5,78,147
2.309401,6,6,2401,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,443,0,0,0,0,-1,12,12,253,9,6,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
3.464102,6,6,6567,12,6,6,6,0,0,0,29200,3,2,6
16.16581,75,75,53,261.3333,75,75,75,-1,47,47,-1,84.5,56.33333,75
1027.088,13458,13458,80,1054910,1223.455,1223.455,3226,60,554,554,8192,737.4737,700.6,3226
2.309401,6,6,2048,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,0,0,59580,12,0,0,0,29200,6,6,0,6,4,6
3.464102,6,6,4242,12,6,6,6,0,0,0,29200,3,2,6
1633.103,11601,11601,80,2667024,1933.5,1933.5,5840,229,56,56,256,833.0714,777.5333,5840
2.309401,6,6,1007,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
2.309401077,6,6,3998,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,443,0,0,0,0,-1,12,12,693,9,6,6
2.309401,6,6,1045,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3.464102,6,6,3269,12,6,6,6,0,0,0,29200,3,2,6
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
1903.963,11607,11607,80,3625074,1934.5,1934.5,4380,229,26,26,8192,1292.556,1163.3,4380
1584.07667,11607,11607,80,2509298.896,1934.5,1934.5,4380,229,62,62,256,778.3333333,729.6875,4380
2.309401,6,6,52848,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
282.588091,655,655,443,79856.02917,131,131,517,362,1300,1300,65535,130.3333333,122.1875,1061
2662.264877,11607,11607,80,7087654.278,2321.4,2321.4,7300,229,26,26,8192,1454.125,1292.555556,7300
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
19.98883617,46,46,443,399.5535714,46,46,46,368,141,141,257,27.57142857,24.125,46
1434.572,11601,11601,80,2057996,1933.5,1933.5,4380,229,56,56,256,833.0714,777.5333,4380
8.763561,114,114,53,76.8,57,57,57,-1,82,82,-1,59.25,47.4,57
2.309401,6,6,2702,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
1754.344767,11607,11607,80,3077725.563,1934.5,1934.5,5840,229,62,62,256,778.3333333,729.6875,5840
653.4276507,7130,7130,443,426967.6947,648.1818182,648.1818182,1689,32120,1816,1816,8192,470.8421053,447.3,1689
8.763561,88,88,53,76.8,44,44,44,-1,56,56,-1,43,34.4,44
2866.607422,11601,11601,80,8217438.111,2320.2,2320.2,8760,229,26,26,8192,1453.375,1291.888889,8760
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
38.10512,122,122,53,1452,122,122,122,-1,56,56,-1,117,78,122
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
3.464102,6,6,2604,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,3800,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3214.167532,11607,11607,80,10300000,2901.75,2901.75,11595,229,56,56,256,972.4166667,897.6153846,11595
13.86362,6,6,443,192.2,6,6,6,40921,49,49,62956,15.25,12.2,37
3350.635,26,26,55880,11200000,13,13,20,256,11607,11607,8192,1454.125,1292.556,10135
2138.329153,26,26,50977,4572451.567,13,13,20,256,11607,11607,8192,1292.555556,1163.3,5840
0,0,0,53208,0,0,0,0,246,0,0,350,0,0,0
2.309401,6,6,765,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,12,12,16282,9,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3.464102,6,6,5800,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,0,0,80,0,0,0,0,-1,12,12,256,9,6,6
3.464102,6,6,3324,12,6,6,6,0,0,0,29200,3,2,6
1188.764,0,0,42065,1413160,0,0,0,-1,2071,2071,256,2068,1378.667,2065
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2240.544155,11601,11601,80,5020038.111,2320.2,2320.2,5840,229,26,26,8192,1453.375,1291.888889,5840
373.2122,2058,2058,80,139287.4,147,147,2052,946,508,508,8192,85.53333,82.77419,2052
17.52712,136,136,53,307.2,68,68,68,-1,72,72,-1,61,48.8,68
2.309401077,6,6,37,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
2.309401,6,6,7921,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2175.303,11607,11607,80,4731941,2321.4,2321.4,7215,229,56,56,256,897.6154,833.5,7215
3214.168,11607,11607,80,10300000,2901.75,2901.75,11595,229,56,56,256,972.4167,897.6154,11595
27.13546,93,93,53,736.3333,93,93,93,-1,46,46,-1,92.5,61.66667,93
3113.953,11601,11601,80,9696701,2900.25,2900.25,8760,229,26,26,8192,1661,1453.375,8760
3.464101615,6,6,2191,12,6,6,6,0,0,0,29200,3,2,6
413.2077,7351,7351,443,170740.6,319.6087,319.6087,1400,32,1538,1538,8192,193.2391,189.1277,1400
2.309401,6,6,15002,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,1131,12,6,6,6,0,0,0,29200,3,2,6
646.5222,19489,19489,443,417991,749.5769,749.5769,2896,61,708,708,29200,348.2241,342.322,2896
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401,6,6,593,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2175.303,11607,11607,80,4731941,2321.4,2321.4,7215,229,56,56,256,897.6154,833.5,7215
8.76356092,102,102,53,76.8,51,51,51,-1,70,70,-1,51.75,41.4,51
940.2740246,14161,14161,443,884115.2414,1180.083333,1180.083333,2920,140,855,855,8192,536.2857143,517.7931034,2920
42.17463693,214,214,53,1778.7,107,107,107,-1,60,60,-1,76,60.8,107
3.464102,6,6,61532,12,6,6,6,0,0,0,29200,3,2,6
2138.329,11607,11607,80,4572452,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
3.464102,6,6,16992,12,6,6,6,0,0,0,29200,3,2,6
50.22947,145,145,53,2523,145,145,145,-1,58,58,-1,130.5,87,145
0,0,0,51242,0,0,0,0,-1,12,12,13140,9,6,6
9.237604307,57,57,53,85.33333333,57,57,57,-1,41,41,-1,69.5,46.33333333,57
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
3.464102,6,6,5009,12,6,6,6,0,0,0,29200,3,2,6
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
38.34058,204,204,53,1470,102,102,102,-1,64,64,-1,75,60,102
27.38612788,166,166,53,750,83,83,83,-1,66,66,-1,66.25,53,83
3.464102,6,6,9080,12,6,6,6,0,0,0,29200,3,2,6
1468.855,26,26,64753,2157536,13,13,20,256,11601,11601,8192,1162.7,1057,4380
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2.309401,6,6,1501,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,8222,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
38.9782,233,233,53,1519.3,116.5,116.5,130,-1,107,107,-1,95.5,76.4,130
2.309401077,6,6,51103,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,10243,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,212,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,1352,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,6,6,80,0,6,6,6,39,6,6,1332,9,6,6
3.464102,6,6,8099,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2.309401,6,6,6006,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
14.43376,0,0,9012,208.3333,0,0,0,-1,37,37,1013,34,22.66667,31
3.464102,6,6,49154,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,6667,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,2009,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2138.329153,11607,11607,80,4572451.567,1934.5,1934.5,5840,229,26,26,8192,1292.555556,1163.3,5840
32.14982288,404,404,53,1033.611111,101,101,101,-1,160,160,-1,75.5,67.11111111,101
3.464102,6,6,3814,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,259,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,2909,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,443,0,0,0,0,-1,12,12,251,9,6,6
3.464102,6,6,16001,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,41266,0,0,0,0,338,0,0,114,0,0,0
15.33623,140,140,53,235.2,70,70,70,-1,84,84,-1,66.5,53.2,70
3.464101615,6,6,9500,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,8001,12,6,6,6,0,0,0,29200,3,2,6
3214.168,11607,11607,80,10300000,2901.75,2901.75,11595,229,56,56,256,972.4167,897.6154,11595
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
1306.290856,11601,11601,80,1706395.8,1657.285714,1657.285714,2920,229,26,26,8192,1162.7,1057,2920
0,42,42,55920,0,6,6,6,0,6,6,229,6.75,6,6
2175.303,11607,11607,80,4731941,2321.4,2321.4,7215,229,56,56,256,897.6154,833.5,7215
26.83841,168,168,53,720.3,84,84,84,-1,70,70,-1,68.25,54.6,84
139.0380215,6,6,7285,19331.57143,6,6,6,0,425,425,343,122.8333333,105.2857143,306
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
1627.46176,11607,11607,80,2648631.781,1934.5,1934.5,4380,229,56,56,256,833.5,777.9333333,4380
28.78905,188,188,53,828.8095,94,94,94,-1,140,140,-1,60.5,51.85714,94
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401077,6,6,5222,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
70.10848736,386,386,53,4915.2,193,193,193,-1,130,130,-1,145.25,116.2,193
2.309401,6,6,2106,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,3168,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401077,6,6,2607,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
2.309401,6,6,9080,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401077,6,6,1600,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
2.309401,6,6,3003,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
21.95775,158,158,53,482.1429,79,79,79,-1,136,136,-1,54.66667,46.85714,79
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,0,0,39274,0,0,0,0,229,0,0,229,0,0,0
1662.9,56,56,55087,2765235,6.222222,6.222222,20,256,12976,12976,229,960.4667,900.4375,5840
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2.309401,6,6,32776,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3.464102,6,6,9110,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,16992,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
721.0598,140251,140251,80,519927.3,1310.757,1310.757,1460,32,1828,1828,29200,743.8691,739.9948,1460
547.1953,4146,4146,443,299422.7,518.25,518.25,1838,36,1053,1053,29200,324.9375,305.8235,1838
2460.653,11601,11601,80,6054813,2320.2,2320.2,7300,229,26,26,8192,1453.375,1291.889,7300
23.67136,97,97,53,560.3333,97,97,97,-1,56,56,-1,104.5,69.66667,97
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2402.714,11601,11601,80,5773034,2900.25,2900.25,8760,229,62,62,256,897.6154,833.5,8760
3.464102,6,6,1093,12,6,6,6,0,0,0,29200,3,2,6
2138.329,11607,11607,80,4572452,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
2460.653,11601,11601,80,6054813,2320.2,2320.2,7300,229,26,26,8192,1453.375,1291.889,7300
3.464102,6,6,9000,12,6,6,6,0,0,0,29200,3,2,6
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
2650.586,26,26,62261,7025604,13,13,20,256,11607,11607,8192,1454.125,1292.556,7215
0,0,0,80,0,0,0,0,-1,36,36,256,7,6,6
1911.596,11601,11601,80,3654198,1933.5,1933.5,5840,229,26,26,8192,1291.889,1162.7,5840
2.309401,6,6,3986,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
53.12908808,258,258,53,2822.7,129,129,129,-1,64,64,-1,88.5,70.8,129
3.464102,6,6,1234,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,5815,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,3920,12,6,6,6,0,0,0,29200,3,2,6
0,30,30,63103,0,6,6,6,0,6,6,229,7,6,6
2.309401,6,6,10243,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401077,6,6,1038,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
2.309401,6,6,8291,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,8800,12,6,6,6,0,0,0,29200,3,2,6
8.763561,102,102,53,76.8,51,51,51,-1,70,70,-1,51.75,41.4,51
3574.535,11601,11601,80,12800000,2900.25,2900.25,10220,229,26,26,8192,1661,1453.375,10220
1690.96,11601,11601,80,2859346,1933.5,1933.5,4380,229,20,20,8192,1452.625,1291.222,4380
1627.46176,11607,11607,80,2648631.781,1934.5,1934.5,4380,229,56,56,256,833.5,777.9333333,4380
907.0646,2756,2756,80,822766.1,689,689,2744,123,465,465,8192,402.625,357.8889,2744
2.309401,6,6,1111,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
1707.681172,62,62,55336,2916174.985,6.888888889,6.888888889,20,256,11613,11613,229,730.0625,687.1176471,5840
69.56076,310,310,53,4838.7,155,155,155,-1,56,56,-1,98.5,78.8,155
15.33623,104,104,53,235.2,52,52,52,-1,48,48,-1,44,35.2,52
30.59956427,117,117,53,936.3333333,117,117,117,-1,64,64,-1,122.5,81.66666667,117
8.763561,100,100,53,76.8,50,50,50,-1,68,68,-1,50.5,40.4,50
2.309401,6,6,20000,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,1105,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,12,12,16351,9,6,6
1679.986,11601,11601,80,2822354,2320.2,2320.2,4380,229,56,56,256,897.1538,833.0714,4380
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
8.763561,100,100,53,76.8,50,50,50,-1,68,68,-1,50.5,40.4,50
8.76356092,112,112,53,76.8,56,56,56,-1,80,80,-1,58,46.4,56
96.94689,422,422,53,9398.7,211,211,211,-1,68,68,-1,131,104.8,211
9.237604307,67,67,53,85.33333333,67,67,67,-1,51,51,-1,84.5,56.33333333,67
3350.635,11607,11607,80,11200000,2321.4,2321.4,10135,229,26,26,8192,1454.125,1292.556,10135
998.1129,264072,264072,443,996229.5,1610.195,1610.195,4380,1549,5727,5727,8192,893.3742,890.4257,4380
3.464101615,6,6,9968,12,6,6,6,0,0,0,29200,3,2,6
259.1464,300,300,80,67156.84,75,75,300,32,713,713,29200,144.7143,126.625,713
2138.329153,11607,11607,80,4572451.567,1934.5,1934.5,5840,229,26,26,8192,1292.555556,1163.3,5840
2.309401077,6,6,389,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,443,0,0,0,0,-1,0,0,862,0,0,0
2.309401,6,6,9102,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2254.592,68,68,57230,5083184,6.8,6.8,20,256,11607,11607,229,778.7333,730.0625,8760
2534.071,62,62,53297,6421517,6.888889,6.888889,20,256,11613,11613,229,778.7333,730.0625,10135
690.9749,524,524,443,477446.3,74.85714,74.85714,338,82,5624,5624,8192,439.1429,409.8667,2130
0,0,0,80,0,0,0,0,40,0,0,237,0,0,0
9.237604307,71,71,53,85.33333333,71,71,71,-1,55,55,-1,90.5,60.33333333,71
8.763561,134,134,53,76.8,67,67,67,-1,102,102,-1,71.75,57.4,67
2.309401,6,6,8042,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401077,6,6,1666,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,63331,12,6,6,6,0,0,0,29200,3,2,6
106.8098,0,0,54059,11408.33,0,0,0,-1,247,247,60,231.5,154.3333,216
3.464101615,6,6,1782,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,445,0,0,0,0,28960,0,0,29200,0,0,0
3.464102,6,6,9594,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,280,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,9934,0,0,0,0,-1,12,12,8177,9,6,6
2.309401,6,6,993,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401077,6,6,25735,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
87.63561,386,386,53,7680,193,193,193,-1,66,66,-1,121.25,97,193
3.464102,6,6,543,12,6,6,6,0,0,0,29200,3,2,6
3544.652,11601,11601,80,12600000,2900.25,2900.25,10135,229,26,26,8192,1661,1453.375,10135
106.2582,448,448,53,11290.8,224,224,224,-1,60,60,-1,134.5,107.6,224
2.309401,6,6,2869,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3214.168,11607,11607,80,10300000,2901.75,2901.75,11595,229,56,56,256,972.4167,897.6154,11595
498.8847,4180,4180,443,248885.9,597.1429,597.1429,1460,946,376,376,8192,303.7333,284.75,1460
3.464102,6,6,5101,12,6,6,6,0,0,0,29200,3,2,6
8.763561,106,106,53,76.8,53,53,53,-1,74,74,-1,54.25,43.4,53
2.309401,6,6,8333,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464101615,6,6,10616,12,6,6,6,0,0,0,29200,3,2,6
1764.117,11601,11601,80,3112108,2320.2,2320.2,5755,229,56,56,256,897.1538,833.0714,5755
0,12,12,9619,0,6,6,6,0,18,18,2049,7.2,6,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2138.329,11607,11607,80,4572452,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
2110.951,11601,11601,80,4456113,2320.2,2320.2,5840,229,26,26,8192,1453.375,1291.889,5840
2554.159212,11607,11607,80,6523729.278,2321.4,2321.4,5840,229,26,26,8192,1454.125,1292.555556,5840
30.56868,356,356,53,934.4444,89,89,89,-1,124,124,-1,63.875,56.77778,89
3.464102,6,6,27353,12,6,6,6,0,0,0,29200,3,2,6
3.464101615,6,6,1119,12,6,6,6,0,0,0,29200,3,2,6
3.464101615,6,6,992,12,6,6,6,0,0,0,29200,3,2,6
106.8098,0,0,57260,11408.33,0,0,0,-1,247,247,7,231.5,154.3333,216
2733.083,11607,11607,80,7469740,1934.5,1934.5,8760,229,26,26,8192,1292.556,1163.3,8760
0,0,0,80,0,0,0,0,-1,0,0,65535,0,0,0
3.464102,6,6,5904,12,6,6,6,0,0,0,29200,3,2,6
1676.323028,62,62,63511,2810058.896,6.888888889,6.888888889,20,256,11607,11607,229,778.3333333,729.6875,5840
0,0,0,59404,0,0,0,0,-1,12,12,125,9,6,6
2.309401,6,6,9071,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,3527,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
410.845,5025,5025,443,168793.6,386.5385,386.5385,1430,360,910,910,8192,211.9643,204.6552,1430
2.309401,6,6,13782,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,1234,12,6,6,6,0,0,0,29200,3,2,6
363.7094,5791,5791,443,132284.6,340.6471,340.6471,1430,360,989,989,8192,199.4118,193.7143,1430
3.464102,6,6,33899,12,6,6,6,0,0,0,29200,3,2,6
70.10848736,388,388,53,4915.2,194,194,194,-1,132,132,-1,146.5,117.2,194
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3378.299,11607,11607,80,11400000,2321.4,2321.4,10220,229,26,26,8192,1454.125,1292.556,10220
3.464102,6,6,6025,12,6,6,6,0,0,0,29200,3,2,6
2226.654,11607,11607,80,4957988,1934.5,1934.5,5840,229,20,20,8192,1453.375,1291.889,5840
31.76791,220,220,53,1009.2,110,110,110,-1,104,104,-1,94,75.2,110
3.464101615,6,6,1761,12,6,6,6,0,0,0,29200,3,2,6
37.24513391,218,218,53,1387.2,109,109,109,-1,82,82,-1,85.25,68.2,109
2.309401077,6,6,3826,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,9080,12,6,6,6,0,0,0,29200,3,2,6
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
1434.571657,11601,11601,80,2057995.838,1933.5,1933.5,4380,229,56,56,256,833.0714286,777.5333333,4380
2.309401077,6,6,617,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
9.237604,58,58,53,85.33333,58,58,58,-1,42,42,-1,71,47.33333,58
9.237604,57,57,53,85.33333,57,57,57,-1,41,41,-1,69.5,46.33333,57
3.464102,6,6,1022,12,6,6,6,0,0,0,29200,3,2,6
9.237604,62,62,53,85.33333,62,62,62,-1,46,46,-1,77,51.33333,62
2650.586,11607,11607,80,7025604,2321.4,2321.4,7215,229,26,26,8192,1454.125,1292.556,7215
2.309401,6,6,9944,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
1645.241762,11601,11601,80,2706820.456,1933.5,1933.5,4380,229,26,26,8192,1291.888889,1162.7,4380
59.59195,304,304,53,3551.2,152,152,175,-1,95,95,-1,111.5,89.2,175
3.464101615,6,6,1054,12,6,6,6,0,0,0,29200,3,2,6
1720.253084,11607,11607,80,2959270.673,1658.142857,1658.142857,4380,229,26,26,8192,1163.3,1057.545455,4380
0,0,0,80,0,0,0,0,-1,36,36,256,7,6,6
3.464102,6,6,3301,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,1050,12,6,6,6,0,0,0,29200,3,2,6
2786.26,11601,11601,80,7763244,2900.25,2900.25,7215,229,26,26,8192,1661,1453.375,7215
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,0,0,54008,0,0,0,0,-1,12,12,39420,9,6,6
2.309401,6,6,2399,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,6,6,5289,0,6,6,6,16425,6,6,123,9,6,6
3.464102,6,6,1055,12,6,6,6,0,0,0,29200,3,2,6
34.64101615,116,116,53,1200,116,116,116,-1,56,56,-1,114,76,116
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,12,12,21,0,6,6,6,229,6,6,255,8,6,6
2.309401,6,6,666,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
1804.899,11607,11607,80,3257660,1934.5,1934.5,5840,229,56,56,256,833.5,777.9333,5840
1911.596,11601,11601,80,3654198,1933.5,1933.5,5840,229,26,26,8192,1291.889,1162.7,5840
668.5927,24,24,40779,447016.2,4.8,4.8,6,0,1375,1375,229,462.3333,396.2857,1375
1903.963,11607,11607,80,3625074,1934.5,1934.5,4380,229,26,26,8192,1292.556,1163.3,4380
15.5,0,0,34320,240.25,0,0,0,-1,31,31,1006,10.33333333,7.75,31
42.72236,230,230,53,1825.2,115,115,115,-1,74,74,-1,85.25,68.2,115
8.763561,98,98,53,76.8,49,49,49,-1,66,66,-1,49.25,39.4,49
844.6996437,21592,21592,443,713517.488,1136.421053,1136.421053,2896,123,1344,1344,29200,637.1111111,619.8918919,2896
1911.59573,26,26,51611,3654198.233,13,13,20,256,11601,11601,8192,1291.888889,1162.7,5840
3.464101615,6,6,500,12,6,6,6,0,0,0,29200,3,2,6
2.309401077,6,6,2910,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
2.309401077,6,6,5730,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
9.237604,67,67,53,85.33333,67,67,67,-1,51,51,-1,84.5,56.33333,67
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2.309401,6,6,1002,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,1271,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,5950,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401077,6,6,1443,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,6,6,53709,0,6,6,6,258,6,6,343,9,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401,6,6,16993,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
436.0136,3851,3851,443,190107.9,481.375,481.375,1460,31,542,542,29200,219.65,209.1905,1460
48.49742261,130,130,53,2352,130,130,130,-1,46,46,-1,111,74,130
3.464102,6,6,20828,12,6,6,6,0,0,0,29200,3,2,6
53.12909,258,258,53,2822.7,129,129,129,-1,64,64,-1,88.5,70.8,129
533.9659,4824,4824,443,285119.6,689.1429,689.1429,1460,110,373,373,8192,324.8125,305.7059,1460
2.309401077,6,6,10001,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
2.309401077,6,6,26214,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
26.83841,160,160,53,720.3,80,80,80,-1,62,62,-1,63.25,50.6,80
